shop_id,shop_postcode,warehouse_postcode,distance_km
1010,GU4,GU4,0.0
1011,GU46,GU46,0.0
1012,GU47,GU47,0.0
1013,GU5,GU5,0.0
1014,GU51,GU51,0.0
1015,GU52,GU52,0.0
1016,GU6,GU6,0.0
1017,GU7,GU7,0.0
1018,GU8,GU8,0.0
1019,GU9,GU9,0.0
1020,GY1,GY1,0.0
1021,GY2,GY2,0.0
1022,GY3,GY3,0.0
1023,GY4,GY3,0.0
1024,GY5,GY5,0.0
1025,GY6,GY3,0.0
1026,GY7,GY3,0.0
1027,GY8,GY3,0.0
1028,GY9,GY9,0.0
1029,HA0,HA0,0.0
1030,HA1,HA1,0.0
1031,HA2,HA2,0.0
1032,HA3,HA3,0.0
1033,HA4,HA4,0.0
1034,HA5,HA5,0.0
1035,HA6,HA6,0.0
1036,HA7,HA7,0.0
1037,HA8,HA8,0.0
1038,HA9,HA9,0.0
1039,HD1,HD1,0.0
1040,HD2,HD2,0.0
1041,HD3,HD3,0.0
1042,HD4,HD4,0.0
1043,HD5,HD5,0.0
1044,HD6,HD6,0.0
1045,HD7,HD7,0.0
1046,HD8,HD8,0.0
1047,HD9,HD9,0.0
1048,HG1,HG1,0.0
1049,HG2,HG2,0.0
1050,HG3,HG3,0.0
1051,HG4,HG4,0.0
1052,HG5,HG5,0.0
1053,HP1,HP1,0.0
1054,HP10,HP10,0.0
1055,HP11,HP11,0.0
1056,HP12,HP12,0.0
1057,HP13,HP13,0.0
1058,HP14,HP14,0.0
1059,HP15,HP15,0.0
1060,HP16,HP16,0.0
1061,HP17,HP17,0.0
1062,HP18,HP18,0.0
1063,HP19,HP19,0.0
1064,HP2,HP2,0.0
1065,HP20,HP20,0.0
1066,HP21,HP21,0.0
1067,HP22,HP22,0.0
1068,HP23,HP23,0.0
1069,HP27,HP27,0.0
1070,HP3,HP3,0.0
1071,HP4,HP4,0.0
1072,HP5,HP5,0.0
1073,HP6,HP6,0.0
1074,HP7,HP7,0.0
1075,HP8,HP8,0.0
1076,HP9,HP9,0.0
1077,HR1,HR1,0.0
1078,HR2,HR2,0.0
1079,HR3,HR3,0.0
1080,HR4,HR4,0.0
1081,HR5,HR5,0.0
1082,HR6,HR6,0.0
1083,HR7,HR7,0.0
1084,HR8,HR8,0.0
1085,HR9,HR9,0.0
1086,HS1,HS1,0.0
1087,HS2,HS2,0.0
1088,HS3,HS3,0.0
1089,HS4,HS4,0.0
1090,HS5,HS5,0.0
1091,HS6,HS6,0.0
1092,HS7,HS7,0.0
1093,HS8,HS8,0.0
1094,HS9,HS9,0.0
1095,HU1,HU1,0.0
1096,HU10,HU10,0.0
1097,HU11,HU11,0.0
1098,HU12,HU12,0.0
1099,HU13,HU13,0.0
1100,HU14,HU14,0.0
1101,HU15,HU15,0.0
1102,HU16,HU16,0.0
1103,HU17,HU17,0.0
1104,HU18,HU18,0.0
1105,HU19,HU19,0.0
1106,HU2,HU2,0.0
1107,HU20,HU20,0.0
1108,HU3,HU3,0.0
1109,HU4,HU4,0.0
1110,HU5,HU5,0.0
1111,HU6,HU6,0.0
1112,HU7,HU7,0.0
1113,HU8,HU8,0.0
1114,HU9,HU9,0.0
1115,HX1,HX1,0.0
1116,HX2,HX2,0.0
1117,HX3,HX3,0.0
1118,HX4,HX4,0.0
1119,HX5,HX5,0.0
1120,HX6,HX6,0.0
1121,HX7,HX7,0.0
1122,IG1,IG1,0.0
1123,IG10,IG10,0.0
1124,IG11,IG11,0.0
1125,IG2,IG2,0.0
1126,IG3,IG3,0.0
1127,IG4,IG4,0.0
1128,IG5,IG5,0.0
1129,IG6,IG6,0.0
1130,IG7,IG7,0.0
1131,IG8,IG8,0.0
1132,IG9,IG9,0.0
1133,IM1,IM1,0.0
1134,IM2,IM2,0.0
1135,IM3,IM3,0.0
1136,IM4,IM4,0.0
1137,IM5,IM5,0.0
1138,IM6,IM6,0.0
1139,IM7,IM7,0.0
1140,IM8,IM8,0.0
1141,IM9,IM9,0.0
1142,IP1,IP1,0.0
1143,IP10,IP10,0.0
1144,IP11,IP11,0.0
1145,IP12,IP12,0.0
1146,IP13,IP13,0.0
1147,IP14,IP14,0.0
1148,IP15,IP15,0.0
1149,IP16,IP16,0.0
1150,IP17,IP17,0.0
1151,IP18,IP18,0.0
1152,IP19,IP19,0.0
1153,IP2,IP2,0.0
1154,IP20,IP20,0.0
1155,IP21,IP21,0.0
1156,IP22,IP22,0.0
1157,IP23,IP23,0.0
1158,IP24,IP24,0.0
1159,IP25,IP25,0.0
1160,IP26,IP26,0.0
1161,IP27,IP27,0.0
1162,IP28,IP28,0.0
1163,IP29,IP29,0.0
1164,IP3,IP3,0.0
1165,IP30,IP30,0.0
1166,IP31,IP31,0.0
1167,IP32,IP32,0.0
1168,IP33,IP33,0.0
1169,IP4,IP4,0.0
1170,IP5,IP5,0.0
1171,IP6,IP6,0.0
1172,IP7,IP7,0.0
1173,IP8,IP8,0.0
1174,IP9,IP9,0.0
1175,IV1,IV1,0.0
1176,IV10,IV10,0.0
1177,IV11,IV11,0.0
1178,IV12,IV12,0.0
1179,IV13,IV13,0.0
1180,IV14,IV14,0.0
1181,IV15,IV15,0.0
1182,IV16,IV16,0.0
1183,IV17,IV17,0.0
1184,IV18,IV18,0.0
1185,IV19,IV19,0.0
1186,IV2,IV2,0.0
1187,IV20,IV20,0.0
1188,IV21,IV21,0.0
1189,IV22,IV22,0.0
1190,IV23,IV23,0.0
1191,IV24,IV24,0.0
1192,IV25,IV25,0.0
1193,IV26,IV26,0.0
1194,IV27,IV27,0.0
1195,IV28,IV28,0.0
1196,IV3,IV3,0.0
1197,IV30,IV30,0.0
1198,IV31,IV31,0.0
1199,IV32,IV32,0.0
1200,IV36,IV36,0.0
1201,IV4,IV4,0.0
1202,IV40,IV40,0.0
1203,IV41,IV41,0.0
1204,IV42,IV42,0.0
1205,IV43,IV43,0.0
1206,IV44,IV44,0.0
1207,IV45,IV45,0.0
1208,IV46,IV46,0.0
1209,IV47,IV47,0.0
1210,IV48,IV48,0.0
1211,IV49,IV49,0.0
1212,IV5,IV5,0.0
1213,IV51,IV51,0.0
1214,IV52,IV52,0.0
1215,IV53,IV53,0.0
1216,IV54,IV54,0.0
1217,IV55,IV55,0.0
1218,IV56,IV56,0.0
1219,IV6,IV6,0.0
1220,IV63,IV63,0.0
1221,IV7,IV7,0.0
1222,IV8,IV8,0.0
1223,IV9,IV9,0.0
1224,JE1,JE1,0.0
1225,JE2,JE2,0.0
1226,JE3,JE3,0.0
1227,JE4,JE4,0.0
1228,KA1,KA1,0.0
1229,KA10,KA10,0.0
1230,KA11,KA11,0.0
1231,KA12,KA12,0.0
1232,KA13,KA13,0.0
1233,KA14,KA14,0.0
1234,KA15,KA15,0.0
1235,KA16,KA16,0.0
1236,KA17,KA17,0.0
1237,KA18,KA18,0.0
1238,KA19,KA19,0.0
1239,KA2,KA2,0.0
1240,KA20,KA20,0.0
1241,KA21,KA21,0.0
1242,KA22,KA22,0.0
1243,KA23,KA23,0.0
1244,KA24,KA24,0.0
1245,KA25,KA25,0.0
1246,KA26,KA26,0.0
1247,KA27,KA27,0.0
1248,KA28,KA28,0.0
1249,KA29,KA29,0.0
1250,KA3,KA3,0.0
1251,KA30,KA30,0.0
1252,KA4,KA4,0.0
1253,KA5,KA5,0.0
1254,KA6,KA6,0.0
1255,KA7,KA7,0.0
1256,KA8,KA8,0.0
1257,KA9,KA9,0.0
1258,KT1,KT1,0.0
1259,KT10,KT10,0.0
1260,KT11,KT11,0.0
1261,KT12,KT12,0.0
1262,KT13,KT13,0.0
1263,KT14,KT14,0.0
1264,KT15,KT15,0.0
1265,KT16,KT16,0.0
1266,KT17,KT17,0.0
1267,KT18,KT18,0.0
1268,KT19,KT19,0.0
1269,KT2,KT2,0.0
1270,KT20,KT20,0.0
1271,KT21,KT21,0.0
1272,KT22,KT22,0.0
1273,KT23,KT23,0.0
1274,KT24,KT24,0.0
1275,KT3,KT3,0.0
1276,KT4,KT4,0.0
1277,KT5,KT5,0.0
1278,KT6,KT6,0.0
1279,KT7,KT7,0.0
1280,KT8,KT8,0.0
1281,KT9,KT9,0.0
1282,KW1,KW1,0.0
1283,KW10,KW10,0.0
1284,KW11,KW11,0.0
1285,KW12,KW12,0.0
1286,KW13,KW13,0.0
1287,KW14,KW14,0.0
1288,KW15,KW15,0.0
1289,KW16,KW16,0.0
1290,KW17,KW17,0.0
1291,KW2,KW2,0.0
1292,KW3,KW3,0.0
1293,KW5,KW5,0.0
1294,KW6,KW6,0.0
1295,KW7,KW7,0.0
1296,KW8,KW8,0.0
1297,KW9,KW9,0.0
1298,KY1,KY1,0.0
1299,KY10,KY10,0.0
1300,KY11,KY11,0.0
1301,KY12,KY12,0.0
1302,KY13,KY13,0.0
1303,KY14,KY14,0.0
1304,KY15,KY15,0.0
1305,KY16,KY16,0.0
1306,KY2,KY2,0.0
1307,KY3,KY3,0.0
1308,KY4,KY4,0.0
1309,KY5,KY5,0.0
1310,KY6,KY6,0.0
1311,KY7,KY7,0.0
1312,KY8,KY8,0.0
1313,KY9,KY9,0.0
1314,L1,L1,0.0
1315,L10,L10,0.0
1316,L11,L11,0.0
1317,L12,L12,0.0
1318,L13,L13,0.0
1319,L14,L14,0.0
1320,L15,L15,0.0
1321,L16,L16,0.0
1322,L17,L17,0.0
1323,L18,L18,0.0
1324,L19,L19,0.0
1325,L2,L2,0.0
1326,L20,L20,0.0
1327,L21,L21,0.0
1328,L22,L22,0.0
1329,L23,L23,0.0
1330,L24,L24,0.0
1331,L25,L25,0.0
1332,L26,L26,0.0
1333,L27,L27,0.0
1334,L28,L28,0.0
1335,L29,L29,0.0
1336,L3,L3,0.0
1337,L30,L30,0.0
1338,L31,L31,0.0
1339,L32,L32,0.0
1340,L33,L33,0.0
1341,L34,L34,0.0
1342,L35,L35,0.0
1343,L36,L36,0.0
1344,L37,L37,0.0
1345,L38,L38,0.0
1346,L39,L39,0.0
1347,L4,L4,0.0
1348,L40,L40,0.0
1349,L5,L5,0.0
1350,L6,L6,0.0
1351,L69,L69,0.0
1352,L7,L7,0.0
1353,L70,L70,0.0
1354,L8,L8,0.0
1355,L9,L9,0.0
1356,LA1,LA1,0.0
1357,LA10,LA10,0.0
1358,LA11,LA11,0.0
1359,LA12,LA12,0.0
1360,LA13,LA13,0.0
1361,LA14,LA14,0.0
1362,LA15,LA15,0.0
1363,LA16,LA16,0.0
1364,LA17,LA17,0.0
1365,LA18,LA18,0.0
1366,LA19,LA19,0.0
1367,LA2,LA2,0.0
1368,LA20,LA20,0.0
1369,LA21,LA21,0.0
1370,LA22,LA22,0.0
1371,LA23,LA23,0.0
1372,LA3,LA3,0.0
1373,LA4,LA4,0.0
1374,LA5,LA5,0.0
1375,LA6,LA6,0.0
1376,LA7,LA7,0.0
1377,LA8,LA8,0.0
1378,LA9,LA9,0.0
1379,LD1,LD1,0.0
1380,LD2,LD2,0.0
1381,LD3,LD3,0.0
1382,LD4,LD4,0.0
1383,LD5,LD5,0.0
1384,LD6,LD6,0.0
1385,LD7,LD7,0.0
1386,LD8,LD8,0.0
1387,LE1,LE1,0.0
1388,LE10,LE10,0.0
1389,LE11,LE11,0.0
1390,LE12,LE12,0.0
1391,LE13,LE13,0.0
1392,LE14,LE14,0.0
1393,LE15,LE15,0.0
1394,LE16,LE16,0.0
1395,LE17,LE17,0.0
1396,LE18,LE18,0.0
1397,LE19,LE19,0.0
1398,LE2,LE2,0.0
1399,LE3,LE3,0.0
1400,LE4,LE4,0.0
1401,LE5,LE5,0.0
1402,LE6,LE6,0.0
1403,LE65,LE65,0.0
1404,LE67,LE67,0.0
1405,LE7,LE7,0.0
1406,LE8,LE8,0.0
1407,LE9,LE9,0.0
1408,LL11,LL11,0.0
1409,LL12,LL12,0.0
1410,LL13,LL13,0.0
1411,LL14,LL14,0.0
1412,LL15,LL15,0.0
1413,LL16,LL16,0.0
1414,LL17,LL17,0.0
1415,LL18,LL18,0.0
1416,LL19,LL19,0.0
1417,LL20,LL20,0.0
1418,LL21,LL21,0.0
1419,LL22,LL22,0.0
1420,LL23,LL23,0.0
1421,LL24,LL24,0.0
1422,LL25,LL25,0.0
1423,LL26,LL26,0.0
1424,LL27,LL27,0.0
1425,LL28,LL28,0.0
1426,LL29,LL29,0.0
1427,LL30,LL30,0.0
1428,LL31,LL31,0.0
1429,LL32,LL32,0.0
1430,LL33,LL33,0.0
1431,LL34,LL34,0.0
1432,LL35,LL35,0.0
1433,LL36,LL36,0.0
1434,LL37,LL37,0.0
1435,LL38,LL38,0.0
1436,LL39,LL39,0.0
1437,LL40,LL40,0.0
1438,LL41,LL41,0.0
1439,LL42,LL42,0.0
1440,LL43,LL43,0.0
1441,LL44,LL44,0.0
1442,LL45,LL45,0.0
1443,LL46,LL46,0.0
1444,LL47,LL47,0.0
1445,LL48,LL48,0.0
1446,LL49,LL49,0.0
1447,LL51,LL51,0.0
1448,LL52,LL52,0.0
1449,LL53,LL53,0.0
1450,LL54,LL54,0.0
1451,LL55,LL55,0.0
1452,LL56,LL56,0.0
1453,LL57,LL57,0.0
1454,LL58,LL58,0.0
1455,LL59,LL59,0.0
1456,LL60,LL60,0.0
1457,LL61,LL61,0.0
1458,LL62,LL62,0.0
1459,LL63,LL63,0.0
1460,LL64,LL64,0.0
1461,LL65,LL65,0.0
1462,LL66,LL66,0.0
1463,LL67,LL67,0.0
1464,LL68,LL68,0.0
1465,LL69,LL69,0.0
1466,LL70,LL70,0.0
1467,LL71,LL71,0.0
1468,LL72,LL72,0.0
1469,LL73,LL73,0.0
1470,LL74,LL74,0.0
1471,LL75,LL75,0.0
1472,LL76,LL76,0.0
1473,LL77,LL77,0.0
1474,LL78,LL78,0.0
1475,LN1,LN1,0.0
1476,LN10,LN10,0.0
1477,LN11,LN11,0.0
1478,LN12,LN12,0.0
1479,LN13,LN13,0.0
1480,LN2,LN2,0.0
1481,LN3,LN3,0.0
1482,LN4,LN4,0.0
1483,LN5,LN5,0.0
1484,LN6,LN6,0.0
1485,LN7,LN7,0.0
1486,LN8,LN8,0.0
1487,LN9,LN9,0.0
1488,LS1,LS1,0.0
1489,LS10,LS10,0.0
1490,LS11,LS11,0.0
1491,LS12,LS12,0.0
1492,LS13,LS13,0.0
1493,LS14,LS14,0.0
1494,LS15,LS15,0.0
1495,LS16,LS16,0.0
1496,LS17,LS17,0.0
1497,LS18,LS18,0.0
1498,LS19,LS19,0.0
1499,LS2,LS2,0.0
1500,LS20,LS20,0.0
1501,LS21,LS21,0.0
1502,LS22,LS22,0.0
1503,LS23,LS23,0.0
1504,LS24,LS24,0.0
1505,LS25,LS25,0.0
1506,LS26,LS26,0.0
1507,LS27,LS27,0.0
1508,LS28,LS28,0.0
1509,LS29,LS29,0.0
1510,LS3,LS3,0.0
1511,LS4,LS4,0.0
1512,LS5,LS5,0.0
1513,LS6,LS6,0.0
1514,LS7,LS7,0.0
1515,LS8,LS8,0.0
1516,LS9,LS9,0.0
1517,LU1,LU1,0.0
1518,LU2,LU2,0.0
1519,LU3,LU3,0.0
1520,LU4,LU4,0.0
1521,LU5,LU5,0.0
1522,LU6,LU6,0.0
1523,LU7,LU7,0.0
1524,M1,M1,0.0
1525,M11,M11,0.0
1526,M12,M12,0.0
1527,M13,M13,0.0
1528,M14,M14,0.0
1529,M15,M15,0.0
1530,M16,M16,0.0
1531,M17,M17,0.0
1532,M18,M18,0.0
1533,M19,M19,0.0
1534,M2,M2,0.0
1535,M20,M20,0.0
1536,M21,M21,0.0
1537,M22,M22,0.0
1538,M23,M23,0.0
1539,M24,M24,0.0
1540,M25,M25,0.0
1541,M26,M26,0.0
1542,M27,M27,0.0
1543,M28,M28,0.0
1544,M29,M29,0.0
1545,M3,M3,0.0
1546,M30,M30,0.0
1547,M31,M31,0.0
1548,M32,M32,0.0
1549,M33,M33,0.0
1550,M34,M34,0.0
1551,M35,M35,0.0
1552,M38,M38,0.0
1553,M4,M4,0.0
1554,M40,M40,0.0
1555,M41,M41,0.0
1556,M43,M43,0.0
1557,M44,M44,0.0
1558,M45,M45,0.0
1559,M46,M46,0.0
1560,M5,M5,0.0
1561,M6,M6,0.0
1562,M60,M60,0.0
1563,M7,M7,0.0
1564,M8,M8,0.0
1565,M9,M9,0.0
1566,M90,M90,0.0
1567,ME1,ME1,0.0
1568,ME10,ME10,0.0
1569,ME11,ME11,0.0
1570,ME12,ME12,0.0
1571,ME13,ME13,0.0
1572,ME14,ME14,0.0
1573,ME15,ME15,0.0
1574,ME16,ME16,0.0
1575,ME17,ME17,0.0
1576,ME18,ME18,0.0
1577,ME19,ME19,0.0
1578,ME2,ME2,0.0
1579,ME20,ME20,0.0
1580,ME3,ME3,0.0
1581,ME4,ME4,0.0
1582,ME5,ME5,0.0
1583,ME6,ME6,0.0
1584,ME7,ME7,0.0
1585,ME8,ME8,0.0
1586,ME9,ME9,0.0
1587,MK1,MK1,0.0
1588,MK10,MK10,0.0
1589,MK11,MK11,0.0
1590,MK12,MK12,0.0
1591,MK13,MK13,0.0
1592,MK14,MK14,0.0
1593,MK15,MK15,0.0
1594,MK16,MK16,0.0
1595,MK17,MK17,0.0
1596,MK18,MK18,0.0
1597,MK19,MK19,0.0
1598,MK2,MK2,0.0
1599,MK3,MK3,0.0
1600,MK4,MK4,0.0
1601,MK40,MK40,0.0
1602,MK41,MK41,0.0
1603,MK42,MK42,0.0
1604,MK43,MK43,0.0
1605,MK44,MK44,0.0
1606,MK45,MK45,0.0
1607,MK46,MK46,0.0
1608,MK5,MK5,0.0
1609,MK6,MK6,0.0
1610,MK7,MK7,0.0
1611,MK8,MK8,0.0
1612,MK9,MK9,0.0
1613,ML1,ML1,0.0
1614,ML10,ML10,0.0
1615,ML11,ML11,0.0
1616,ML12,ML12,0.0
1617,ML2,ML2,0.0
1618,ML3,ML3,0.0
1619,ML4,ML4,0.0
1620,ML5,ML5,0.0
1621,ML6,ML6,0.0
1622,ML7,ML7,0.0
1623,ML8,ML8,0.0
1624,ML9,ML9,0.0
1625,N1,N1,0.0
1626,N10,N10,0.0
1627,N11,N11,0.0
1628,N12,N12,0.0
1629,N13,N13,0.0
1630,N14,N14,0.0
1631,N15,N15,0.0
1632,N16,N16,0.0
1633,N17,N17,0.0
1634,N18,N18,0.0
1635,N19,N19,0.0
1636,N2,N2,0.0
1637,N20,N20,0.0
1638,N21,N21,0.0
1639,N22,N22,0.0
1640,N3,N3,0.0
1641,N4,N4,0.0
1642,N5,N5,0.0
1643,N6,N6,0.0
1644,N7,N7,0.0
1645,N8,N8,0.0
1646,N9,N9,0.0
1647,NE1,NE1,0.0
1648,NE10,NE10,0.0
1649,NE11,NE11,0.0
1650,NE12,NE12,0.0
1651,NE13,NE13,0.0
1652,NE15,NE15,0.0
1653,NE16,NE16,0.0
1654,NE17,NE17,0.0
1655,NE18,NE18,0.0
1656,NE19,NE19,0.0
1657,NE2,NE2,0.0
1658,NE20,NE20,0.0
1659,NE21,NE21,0.0
1660,NE22,NE22,0.0
1661,NE23,NE23,0.0
1662,NE24,NE24,0.0
1663,NE25,NE25,0.0
1664,NE26,NE26,0.0
1665,NE27,NE27,0.0
1666,NE28,NE28,0.0
1667,NE29,NE29,0.0
1668,NE3,NE3,0.0
1669,NE30,NE30,0.0
1670,NE31,NE31,0.0
1671,NE32,NE32,0.0
1672,NE33,NE33,0.0
1673,NE34,NE34,0.0
1674,NE35,NE35,0.0
1675,NE36,NE36,0.0
1676,NE37,NE37,0.0
1677,NE38,NE38,0.0
1678,NE39,NE39,0.0
1679,NE4,NE4,0.0
1680,NE40,NE40,0.0
1681,NE41,NE41,0.0
1682,NE42,NE42,0.0
1683,NE43,NE43,0.0
1684,NE44,NE44,0.0
1685,NE45,NE45,0.0
1686,NE46,NE46,0.0
1687,NE47,NE47,0.0
1688,NE48,NE48,0.0
1689,NE49,NE49,0.0
1690,NE5,NE5,0.0
1691,NE6,NE6,0.0
1692,NE61,NE61,0.0
1693,NE62,NE62,0.0
1694,NE63,NE63,0.0
1695,NE64,NE64,0.0
1696,NE65,NE65,0.0
1697,NE66,NE66,0.0
1698,NE67,NE67,0.0
1699,NE68,NE68,0.0
1700,NE69,NE69,0.0
1701,NE7,NE7,0.0
1702,NE70,NE70,0.0
1703,NE71,NE71,0.0
1704,NE8,NE8,0.0
1705,NE9,NE9,0.0
1706,NE99,NE99,0.0
1707,NG1,NG1,0.0
1708,NG10,NG10,0.0
1709,NG11,NG11,0.0
1710,NG12,NG12,0.0
1711,NG13,NG13,0.0
1712,NG14,NG14,0.0
1713,NG15,NG15,0.0
1714,NG16,NG16,0.0
1715,NG17,NG17,0.0
1716,NG18,NG18,0.0
1717,NG19,NG19,0.0
1718,NG2,NG2,0.0
1719,NG20,NG20,0.0
1720,NG21,NG21,0.0
1721,NG22,NG22,0.0
1722,NG23,NG23,0.0
1723,NG24,NG24,0.0
1724,NG25,NG25,0.0
1725,NG3,NG3,0.0
1726,NG31,NG31,0.0
1727,NG32,NG32,0.0
1728,NG33,NG33,0.0
1729,NG34,NG34,0.0
1730,NG4,NG4,0.0
1731,NG5,NG5,0.0
1732,NG6,NG6,0.0
1733,NG7,NG7,0.0
1734,NG8,NG8,0.0
1735,NG9,NG9,0.0
1736,NN1,NN1,0.0
1737,NN10,NN10,0.0
1738,NN11,NN11,0.0
1739,NN12,NN12,0.0
1740,NN13,NN13,0.0
1741,NN14,NN14,0.0
1742,NN15,NN15,0.0
1743,NN16,NN16,0.0
1744,NN17,NN17,0.0
1745,NN18,NN18,0.0
1746,NN2,NN2,0.0
1747,NN29,NN29,0.0
1748,NN3,NN3,0.0
1749,NN4,NN4,0.0
1750,NN5,NN5,0.0
1751,NN6,NN6,0.0
1752,NN7,NN7,0.0
1753,NN8,NN8,0.0
1754,NN9,NN9,0.0
1755,NP10,NP10,0.0
1756,NP11,NP11,0.0
1757,NP12,NP12,0.0
1758,NP13,NP13,0.0
1759,NP15,NP15,0.0
1760,NP16,NP16,0.0
1761,NP18,NP18,0.0
1762,NP19,NP19,0.0
1763,NP20,NP20,0.0
1764,NP22,NP22,0.0
1765,NP23,NP23,0.0
1766,NP24,NP24,0.0
1767,NP25,NP25,0.0
1768,NP26,NP26,0.0
1769,NP4,NP4,0.0
1770,NP44,NP44,0.0
1771,NP7,NP7,0.0
1772,NP8,NP8,0.0
1773,NR1,NR1,0.0
1774,NR10,NR10,0.0
1775,NR11,NR11,0.0
1776,NR12,NR12,0.0
1777,NR13,NR13,0.0
1778,NR14,NR14,0.0
1779,NR15,NR15,0.0
1780,NR16,NR16,0.0
1781,NR17,NR17,0.0
1782,NR18,NR18,0.0
1783,NR19,NR19,0.0
1784,NR2,NR2,0.0
1785,NR20,NR20,0.0
1786,NR21,NR21,0.0
1787,NR22,NR22,0.0
1788,NR23,NR23,0.0
1789,NR24,NR24,0.0
1790,NR25,NR25,0.0
1791,NR26,NR26,0.0
1792,NR27,NR27,0.0
1793,NR28,NR28,0.0
1794,NR29,NR29,0.0
1795,NR3,NR3,0.0
1796,NR30,NR30,0.0
1797,NR31,NR31,0.0
1798,NR32,NR32,0.0
1799,NR33,NR33,0.0
1800,NR34,NR34,0.0
1801,NR35,NR35,0.0
1802,NR4,NR4,0.0
1803,NR5,NR5,0.0
1804,NR6,NR6,0.0
1805,NR7,NR7,0.0
1806,NR8,NR8,0.0
1807,NR9,NR9,0.0
1808,NW1,NW1,0.0
1809,NW10,NW10,0.0
1810,NW11,NW11,0.0
1811,NW2,NW2,0.0
1812,NW3,NW3,0.0
1813,NW4,NW4,0.0
1814,NW5,NW5,0.0
1815,NW6,NW6,0.0
1816,NW7,NW7,0.0
1817,NW8,NW8,0.0
1818,NW9,NW9,0.0
1819,OL1,OL1,0.0
1820,OL10,OL10,0.0
1821,OL11,OL11,0.0
1822,OL12,OL12,0.0
1823,OL13,OL13,0.0
1824,OL14,OL14,0.0
1825,OL15,OL15,0.0
1826,OL16,OL16,0.0
1827,OL2,OL2,0.0
1828,OL3,OL3,0.0
1829,OL4,OL4,0.0
1830,OL5,OL5,0.0
1831,OL6,OL6,0.0
1832,OL7,OL7,0.0
1833,OL8,OL8,0.0
1834,OL9,OL9,0.0
1835,OX1,OX1,0.0
1836,OX10,OX10,0.0
1837,OX11,OX11,0.0
1838,OX12,OX12,0.0
1839,OX13,OX13,0.0
1840,OX14,OX14,0.0
1841,OX15,OX15,0.0
1842,OX16,OX16,0.0
1843,OX17,OX17,0.0
1844,OX18,OX18,0.0
1845,OX2,OX2,0.0
1846,OX20,OX20,0.0
1847,OX25,OX25,0.0
1848,OX26,OX26,0.0
1849,OX27,OX27,0.0
1850,OX28,OX28,0.0
1851,OX29,OX29,0.0
1852,OX3,OX3,0.0
1853,OX33,OX33,0.0
1854,OX39,OX39,0.0
1855,OX4,OX4,0.0
1856,OX44,OX44,0.0
1857,OX49,OX49,0.0
1858,OX5,OX5,0.0
1859,OX6,OX6,0.0
1860,OX7,OX7,0.0
1861,OX8,OX8,0.0
1862,OX9,OX9,0.0
1863,PA1,PA1,0.0
1864,PA10,PA10,0.0
1865,PA11,PA11,0.0
1866,PA12,PA12,0.0
1867,PA13,PA13,0.0
1868,PA14,PA14,0.0
1869,PA15,PA15,0.0
1870,PA16,PA16,0.0
1871,PA17,PA17,0.0
1872,PA18,PA18,0.0
1873,PA19,PA19,0.0
1874,PA2,PA2,0.0
1875,PA20,PA20,0.0
1876,PA21,PA21,0.0
1877,PA22,PA22,0.0
1878,PA23,PA23,0.0
1879,PA24,PA24,0.0
1880,PA25,PA25,0.0
1881,PA26,PA26,0.0
1882,PA27,PA27,0.0
1883,PA28,PA28,0.0
1884,PA29,PA29,0.0
1885,PA3,PA3,0.0
1886,PA30,PA30,0.0
1887,PA31,PA31,0.0
1888,PA32,PA32,0.0
1889,PA33,PA33,0.0
1890,PA34,PA34,0.0
1891,PA35,PA35,0.0
1892,PA36,PA36,0.0
1893,PA37,PA37,0.0
1894,PA38,PA38,0.0
1895,PA4,PA4,0.0
1896,PA41,PA41,0.0
1897,PA42,PA42,0.0
1898,PA43,PA43,0.0
1899,PA44,PA44,0.0
1900,PA45,PA45,0.0
1901,PA46,PA46,0.0
1902,PA47,PA47,0.0
1903,PA48,PA48,0.0
1904,PA49,PA49,0.0
1905,PA5,PA5,0.0
1906,PA6,PA6,0.0
1907,PA60,PA60,0.0
1908,PA61,PA61,0.0
1909,PA62,PA62,0.0
1910,PA63,PA63,0.0
1911,PA64,PA64,0.0
1912,PA65,PA65,0.0
1913,PA66,PA66,0.0
1914,PA67,PA67,0.0
1915,PA68,PA68,0.0
1916,PA69,PA69,0.0
1917,PA7,PA7,0.0
1918,PA70,PA70,0.0
1919,PA71,PA71,0.0
1920,PA72,PA72,0.0
1921,PA73,PA73,0.0
1922,PA74,PA74,0.0
1923,PA75,PA75,0.0
1924,PA76,PA76,0.0
1925,PA77,PA77,0.0
1926,PA78,PA78,0.0
1927,PA8,PA8,0.0
1928,PA9,PA9,0.0
1929,PE1,PE1,0.0
1930,PE10,PE10,0.0
1931,PE11,PE11,0.0
1932,PE12,PE12,0.0
1933,PE13,PE13,0.0
1934,PE14,PE14,0.0
1935,PE15,PE15,0.0
1936,PE16,PE16,0.0
1937,PE19,PE19,0.0
1938,PE2,PE2,0.0
1939,PE20,PE20,0.0
1940,PE21,PE21,0.0
1941,PE22,PE22,0.0
1942,PE23,PE23,0.0
1943,PE24,PE24,0.0
1944,PE25,PE25,0.0
1945,PE26,PE26,0.0
1946,PE27,PE27,0.0
1947,PE28,PE28,0.0
1948,PE29,PE29,0.0
1949,PE3,PE3,0.0
1950,PE30,PE30,0.0
1951,PE31,PE31,0.0
1952,PE32,PE32,0.0
1953,PE33,PE33,0.0
1954,PE34,PE34,0.0
