shop_id,shop_postcode,warehouse_postcode,distance_km
1955,PE35,PE35,0.0
1956,PE36,PE36,0.0
1957,PE37,PE37,0.0
1958,PE38,PE38,0.0
1959,PE4,PE4,0.0
1960,PE5,PE5,0.0
1961,PE6,PE6,0.0
1962,PE7,PE7,0.0
1963,PE8,PE8,0.0
1964,PE9,PE9,0.0
1965,PH1,PH1,0.0
1966,PH10,PH10,0.0
1967,PH11,PH11,0.0
1968,PH12,PH12,0.0
1969,PH13,PH13,0.0
1970,PH14,PH14,0.0
1971,PH15,PH15,0.0
1972,PH16,PH16,0.0
1973,PH17,PH17,0.0
1974,PH18,PH18,0.0
1975,PH19,PH19,0.0
1976,PH2,PH2,0.0
1977,PH20,PH20,0.0
1978,PH21,PH21,0.0
1979,PH22,PH22,0.0
1980,PH23,PH23,0.0
1981,PH24,PH24,0.0
1982,PH25,PH25,0.0
1983,PH26,PH26,0.0
1984,PH3,PH3,0.0
1985,PH30,PH30,0.0
1986,PH31,PH31,0.0
1987,PH32,PH32,0.0
1988,PH33,PH33,0.0
1989,PH34,PH34,0.0
1990,PH35,PH35,0.0
1991,PH36,PH36,0.0
1992,PH38,PH38,0.0
1993,PH39,PH39,0.0
1994,PH4,PH4,0.0
1995,PH40,PH40,0.0
1996,PH41,PH41,0.0
1997,PH42,PH42,0.0
1998,PH43,PH43,0.0
1999,PH44,PH44,0.0
2000,PH49,PH49,0.0
2001,PH5,PH5,0.0
2002,PH50,PH50,0.0
2003,PH6,PH6,0.0
2004,PH7,PH7,0.0
2005,PH8,PH8,0.0
2006,PH9,PH9,0.0
2007,PL1,PL1,0.0
2008,PL10,PL10,0.0
2009,PL11,PL11,0.0
2010,PL12,PL12,0.0
2011,PL13,PL13,0.0
2012,PL14,PL14,0.0
2013,PL15,PL15,0.0
2014,PL16,PL16,0.0
2015,PL17,PL17,0.0
2016,PL18,PL18,0.0
2017,PL19,PL19,0.0
2018,PL2,PL2,0.0
2019,PL20,PL20,0.0
2020,PL21,PL21,0.0
2021,PL22,PL22,0.0
2022,PL23,PL23,0.0
2023,PL24,PL24,0.0
2024,PL25,PL25,0.0
2025,PL26,PL26,0.0
2026,PL27,PL27,0.0
2027,PL28,PL28,0.0
2028,PL29,PL29,0.0
2029,PL3,PL3,0.0
2030,PL30,PL30,0.0
2031,PL31,PL31,0.0
2032,PL32,PL32,0.0
2033,PL33,PL33,0.0
2034,PL34,PL34,0.0
2035,PL35,PL35,0.0
2036,PL4,PL4,0.0
2037,PL5,PL5,0.0
2038,PL6,PL6,0.0
2039,PL7,PL7,0.0
2040,PL8,PL8,0.0
2041,PL9,PL9,0.0
2042,PO1,PO1,0.0
2043,PO10,PO10,0.0
2044,PO11,PO11,0.0
2045,PO12,PO12,0.0
2046,PO13,PO13,0.0
2047,PO14,PO14,0.0
2048,PO15,PO15,0.0
2049,PO16,PO16,0.0
2050,PO17,PO17,0.0
2051,PO18,PO18,0.0
2052,PO19,PO19,0.0
2053,PO2,PO2,0.0
2054,PO20,PO20,0.0
2055,PO21,PO21,0.0
2056,PO22,PO22,0.0
2057,PO3,PO3,0.0
2058,PO30,PO30,0.0
2059,PO31,PO31,0.0
2060,PO32,PO32,0.0
2061,PO33,PO33,0.0
2062,PO34,PO34,0.0
2063,PO35,PO35,0.0
2064,PO36,PO36,0.0
2065,PO37,PO37,0.0
2066,PO38,PO38,0.0
2067,PO39,PO39,0.0
2068,PO4,PO4,0.0
2069,PO40,PO40,0.0
2070,PO41,PO41,0.0
2071,PO5,PO5,0.0
2072,PO6,PO6,0.0
2073,PO7,PO7,0.0
2074,PO8,PO8,0.0
2075,PO9,PO9,0.0
2076,PR1,PR1,0.0
2077,PR2,PR2,0.0
2078,PR25,PR25,0.0
2079,PR26,PR26,0.0
2080,PR3,PR3,0.0
2081,PR4,PR4,0.0
2082,PR5,PR5,0.0
2083,PR6,PR6,0.0
2084,PR7,PR7,0.0
2085,PR8,PR8,0.0
2086,PR9,PR9,0.0
2087,RG1,RG1,0.0
2088,RG10,RG10,0.0
2089,RG12,RG12,0.0
2090,RG14,RG14,0.0
2091,RG17,RG17,0.0
2092,RG18,RG18,0.0
2093,RG19,RG19,0.0
2094,RG2,RG2,0.0
2095,RG20,RG20,0.0
2096,RG21,RG21,0.0
2097,RG22,RG22,0.0
2098,RG23,RG23,0.0
2099,RG24,RG24,0.0
2100,RG25,RG25,0.0
2101,RG26,RG26,0.0
2102,RG27,RG27,0.0
2103,RG28,RG28,0.0
2104,RG29,RG29,0.0
2105,RG30,RG30,0.0
2106,RG31,RG31,0.0
2107,RG4,RG4,0.0
2108,RG40,RG40,0.0
2109,RG41,RG41,0.0
2110,RG42,RG42,0.0
2111,RG45,RG45,0.0
2112,RG5,RG5,0.0
2113,RG6,RG6,0.0
2114,RG7,RG7,0.0
2115,RG8,RG8,0.0
2116,RG9,RG9,0.0
2117,RH1,RH1,0.0
2118,RH10,RH10,0.0
2119,RH11,RH11,0.0
2120,RH12,RH12,0.0
2121,RH13,RH13,0.0
2122,RH14,RH14,0.0
2123,RH15,RH15,0.0
2124,RH16,RH16,0.0
2125,RH17,RH17,0.0
2126,RH18,RH18,0.0
2127,RH19,RH19,0.0
2128,RH2,RH2,0.0
2129,RH20,RH20,0.0
2130,RH3,RH3,0.0
2131,RH4,RH4,0.0
2132,RH5,RH5,0.0
2133,RH6,RH6,0.0
2134,RH7,RH7,0.0
2135,RH8,RH8,0.0
2136,RH9,RH9,0.0
2137,RM1,RM1,0.0
2138,RM10,RM10,0.0
2139,RM11,RM11,0.0
2140,RM12,RM12,0.0
2141,RM13,RM13,0.0
2142,RM14,RM14,0.0
2143,RM15,RM15,0.0
2144,RM16,RM16,0.0
2145,RM17,RM17,0.0
2146,RM18,RM18,0.0
2147,RM19,RM19,0.0
2148,RM2,RM2,0.0
2149,RM20,RM20,0.0
2150,RM3,RM3,0.0
2151,RM4,RM4,0.0
2152,RM5,RM5,0.0
2153,RM6,RM6,0.0
2154,RM7,RM7,0.0
2155,RM8,RM8,0.0
2156,RM9,RM9,0.0
2157,S1,S1,0.0
2158,S10,S10,0.0
2159,S11,S11,0.0
2160,S12,S12,0.0
2161,S13,S13,0.0
2162,S14,S14,0.0
2163,S17,S17,0.0
2164,S18,S18,0.0
2165,S2,S2,0.0
2166,S20,S20,0.0
2167,S21,S21,0.0
2168,S25,S25,0.0
2169,S26,S26,0.0
2170,S3,S3,0.0
2171,S32,S32,0.0
2172,S33,S33,0.0
2173,S35,S35,0.0
2174,S36,S36,0.0
2175,S4,S4,0.0
2176,S40,S40,0.0
2177,S41,S41,0.0
2178,S42,S42,0.0
2179,S43,S43,0.0
2180,S44,S44,0.0
2181,S45,S45,0.0
2182,S5,S5,0.0
2183,S6,S6,0.0
2184,S60,S60,0.0
2185,S61,S61,0.0
2186,S62,S62,0.0
2187,S63,S63,0.0
2188,S64,S64,0.0
2189,S65,S65,0.0
2190,S66,S66,0.0
2191,S7,S7,0.0
2192,S70,S70,0.0
2193,S71,S71,0.0
2194,S72,S72,0.0
2195,S73,S73,0.0
2196,S74,S74,0.0
2197,S75,S75,0.0
2198,S8,S8,0.0
2199,S80,S80,0.0
2200,S81,S81,0.0
2201,S9,S9,0.0
2202,SA1,SA1,0.0
2203,SA10,SA10,0.0
2204,SA11,SA11,0.0
2205,SA12,SA12,0.0
2206,SA13,SA13,0.0
2207,SA14,SA14,0.0
2208,SA15,SA15,0.0
2209,SA16,SA16,0.0
2210,SA17,SA17,0.0
2211,SA18,SA18,0.0
2212,SA19,SA19,0.0
2213,SA2,SA2,0.0
2214,SA20,SA20,0.0
2215,SA3,SA3,0.0
2216,SA31,SA31,0.0
2217,SA32,SA32,0.0
2218,SA33,SA33,0.0
2219,SA34,SA34,0.0
2220,SA35,SA35,0.0
2221,SA36,SA36,0.0
2222,SA37,SA37,0.0
2223,SA38,SA38,0.0
2224,SA39,SA39,0.0
2225,SA4,SA4,0.0
2226,SA40,SA40,0.0
2227,SA41,SA41,0.0
2228,SA42,SA42,0.0
2229,SA43,SA43,0.0
2230,SA44,SA44,0.0
2231,SA45,SA45,0.0
2232,SA46,SA46,0.0
2233,SA47,SA47,0.0
2234,SA48,SA48,0.0
2235,SA5,SA5,0.0
2236,SA6,SA6,0.0
2237,SA61,SA61,0.0
2238,SA62,SA62,0.0
2239,SA63,SA63,0.0
2240,SA64,SA64,0.0
2241,SA65,SA65,0.0
2242,SA66,SA66,0.0
2243,SA67,SA67,0.0
2244,SA68,SA68,0.0
2245,SA69,SA69,0.0
2246,SA7,SA7,0.0
2247,SA70,SA70,0.0
2248,SA71,SA71,0.0
2249,SA72,SA72,0.0
2250,SA73,SA73,0.0
2251,SA8,SA8,0.0
2252,SA9,SA9,0.0
2253,SE1,SE1,0.0
2254,SE10,SE10,0.0
2255,SE11,SE11,0.0
2256,SE12,SE12,0.0
2257,SE13,SE13,0.0
2258,SE14,SE14,0.0
2259,SE15,SE15,0.0
2260,SE16,SE16,0.0
2261,SE17,SE17,0.0
2262,SE18,SE18,0.0
2263,SE19,SE19,0.0
2264,SE2,SE2,0.0
2265,SE20,SE20,0.0
2266,SE21,SE21,0.0
2267,SE22,SE22,0.0
2268,SE23,SE23,0.0
2269,SE24,SE24,0.0
2270,SE25,SE25,0.0
2271,SE26,SE26,0.0
2272,SE27,SE27,0.0
2273,SE28,SE28,0.0
2274,SE3,SE3,0.0
2275,SE4,SE4,0.0
2276,SE5,SE5,0.0
2277,SE6,SE6,0.0
2278,SE7,SE7,0.0
2279,SE8,SE8,0.0
2280,SE9,SE9,0.0
2281,SG1,SG1,0.0
2282,SG10,SG10,0.0
2283,SG11,SG11,0.0
2284,SG12,SG12,0.0
2285,SG13,SG13,0.0
2286,SG14,SG14,0.0
2287,SG15,SG15,0.0
2288,SG16,SG16,0.0
2289,SG17,SG17,0.0
2290,SG18,SG18,0.0
2291,SG19,SG19,0.0
2292,SG2,SG2,0.0
2293,SG3,SG3,0.0
2294,SG4,SG4,0.0
2295,SG5,SG5,0.0
2296,SG6,SG6,0.0
2297,SG7,SG7,0.0
2298,SG8,SG8,0.0
2299,SG9,SG9,0.0
2300,SK1,SK1,0.0
2301,SK10,SK10,0.0
2302,SK11,SK11,0.0
2303,SK12,SK12,0.0
2304,SK13,SK13,0.0
2305,SK14,SK14,0.0
2306,SK15,SK15,0.0
2307,SK16,SK16,0.0
2308,SK17,SK17,0.0
2309,SK2,SK2,0.0
2310,SK22,SK22,0.0
2311,SK23,SK23,0.0
2312,SK3,SK3,0.0
2313,SK4,SK4,0.0
2314,SK5,SK5,0.0
2315,SK6,SK6,0.0
2316,SK7,SK7,0.0
2317,SK8,SK8,0.0
2318,SK9,SK9,0.0
2319,SL0,SL0,0.0
2320,SL1,SL1,0.0
2321,SL2,SL2,0.0
2322,SL3,SL3,0.0
2323,SL4,SL4,0.0
2324,SL5,SL5,0.0
2325,SL6,SL6,0.0
2326,SL7,SL7,0.0
2327,SL8,SL8,0.0
2328,SL9,SL9,0.0
2329,SM1,SM1,0.0
2330,SM2,SM2,0.0
2331,SM3,SM3,0.0
2332,SM4,SM4,0.0
2333,SM5,SM5,0.0
2334,SM6,SM6,0.0
2335,SM7,SM7,0.0
2336,SN1,SN1,0.0
2337,SN10,SN10,0.0
2338,SN11,SN11,0.0
2339,SN12,SN12,0.0
2340,SN13,SN13,0.0
2341,SN14,SN14,0.0
2342,SN15,SN15,0.0
2343,SN16,SN16,0.0
2344,SN2,SN2,0.0
2345,SN25,SN25,0.0
2346,SN26,SN26,0.0
2347,SN3,SN3,0.0
2348,SN4,SN4,0.0
2349,SN5,SN5,0.0
2350,SN6,SN6,0.0
2351,SN7,SN7,0.0
2352,SN8,SN8,0.0
2353,SN9,SN9,0.0
2354,SO14,SO14,0.0
2355,SO15,SO15,0.0
2356,SO16,SO16,0.0
2357,SO17,SO17,0.0
2358,SO18,SO18,0.0
2359,SO19,SO19,0.0
2360,SO20,SO20,0.0
2361,SO21,SO21,0.0
2362,SO22,SO22,0.0
2363,SO23,SO23,0.0
2364,SO24,SO24,0.0
2365,SO30,SO30,0.0
2366,SO31,SO31,0.0
2367,SO32,SO32,0.0
2368,SO40,SO40,0.0
2369,SO41,SO41,0.0
2370,SO42,SO42,0.0
2371,SO43,SO43,0.0
2372,SO45,SO45,0.0
2373,SO50,SO50,0.0
2374,SO51,SO51,0.0
2375,SO52,SO52,0.0
2376,SO53,SO53,0.0
2377,SP1,SP1,0.0
2378,SP10,SP10,0.0
2379,SP11,SP11,0.0
2380,SP2,SP2,0.0
2381,SP3,SP3,0.0
2382,SP4,SP4,0.0
2383,SP5,SP5,0.0
2384,SP6,SP6,0.0
2385,SP7,SP7,0.0
2386,SP8,SP8,0.0
2387,SP9,SP9,0.0
2388,SR1,SR1,0.0
2389,SR2,SR2,0.0
2390,SR3,SR3,0.0
2391,SR4,SR4,0.0
2392,SR5,SR5,0.0
2393,SR6,SR6,0.0
2394,SR7,SR7,0.0
2395,SR8,SR8,0.0
2396,SR9,SR9,0.0
2397,SS0,SS0,0.0
2398,SS1,SS1,0.0
2399,SS11,SS11,0.0
2400,SS12,SS12,0.0
2401,SS13,SS13,0.0
2402,SS14,SS14,0.0
2403,SS15,SS15,0.0
2404,SS16,SS16,0.0
2405,SS17,SS17,0.0
2406,SS2,SS2,0.0
2407,SS3,SS3,0.0
2408,SS4,SS4,0.0
2409,SS5,SS5,0.0
2410,SS6,SS6,0.0
2411,SS7,SS7,0.0
2412,SS8,SS8,0.0
2413,SS9,SS9,0.0
2414,ST1,ST1,0.0
2415,ST10,ST10,0.0
2416,ST11,ST11,0.0
2417,ST12,ST12,0.0
2418,ST13,ST13,0.0
2419,ST14,ST14,0.0
2420,ST15,ST15,0.0
2421,ST16,ST16,0.0
2422,ST17,ST17,0.0
2423,ST18,ST18,0.0
2424,ST19,ST19,0.0
2425,ST2,ST2,0.0
2426,ST20,ST20,0.0
2427,ST21,ST21,0.0
2428,ST3,ST3,0.0
2429,ST4,ST4,0.0
2430,ST5,ST5,0.0
2431,ST6,ST6,0.0
2432,ST7,ST7,0.0
2433,ST8,ST8,0.0
2434,ST9,ST9,0.0
2435,SW1,SW1,0.0
2436,SW10,SW10,0.0
2437,SW11,SW11,0.0
2438,SW12,SW12,0.0
2439,SW13,SW13,0.0
2440,SW14,SW14,0.0
2441,SW15,SW15,0.0
2442,SW16,SW16,0.0
2443,SW17,SW17,0.0
2444,SW18,SW18,0.0
2445,SW19,SW19,0.0
2446,SW1A,SW1A,0.0
2447,SW1E,SW1E,0.0
2448,SW1H,SW1H,0.0
2449,SW1P,SW1P,0.0
2450,SW1V,SW1V,0.0
2451,SW1W,SW1W,0.0
2452,SW1X,SW1X,0.0
2453,SW1Y,SW1Y,0.0
2454,SW2,SW2,0.0
2455,SW20,SW20,0.0
2456,SW3,SW3,0.0
2457,SW4,SW4,0.0
2458,SW5,SW5,0.0
2459,SW6,SW6,0.0
2460,SW7,SW7,0.0
2461,SW8,SW8,0.0
2462,SW9,SW9,0.0
2463,SY1,SY1,0.0
2464,SY10,SY10,0.0
2465,SY11,SY11,0.0
2466,SY12,SY12,0.0
2467,SY13,SY13,0.0
2468,SY14,SY14,0.0
2469,SY15,SY15,0.0
2470,SY16,SY16,0.0
2471,SY17,SY17,0.0
2472,SY18,SY18,0.0
2473,SY19,SY19,0.0
2474,SY2,SY2,0.0
2475,SY20,SY20,0.0
2476,SY21,SY21,0.0
2477,SY22,SY22,0.0
2478,SY23,SY23,0.0
2479,SY24,SY24,0.0
2480,SY25,SY25,0.0
2481,SY3,SY3,0.0
2482,SY4,SY4,0.0
2483,SY5,SY5,0.0
2484,SY6,SY6,0.0
2485,SY7,SY7,0.0
2486,SY8,SY8,0.0
2487,SY9,SY9,0.0
2488,TA1,TA1,0.0
2489,TA10,TA10,0.0
2490,TA11,TA11,0.0
2491,TA12,TA12,0.0
2492,TA13,TA13,0.0
2493,TA14,TA14,0.0
2494,TA15,TA15,0.0
2495,TA16,TA16,0.0
2496,TA17,TA17,0.0
2497,TA18,TA18,0.0
2498,TA19,TA19,0.0
2499,TA2,TA2,0.0
2500,TA20,TA20,0.0
2501,TA21,TA21,0.0
2502,TA22,TA22,0.0
2503,TA23,TA23,0.0
2504,TA24,TA24,0.0
2505,TA3,TA3,0.0
2506,TA4,TA4,0.0
2507,TA5,TA5,0.0
2508,TA6,TA6,0.0
2509,TA7,TA7,0.0
2510,TA8,TA8,0.0
2511,TA9,TA9,0.0
2512,TD1,TD1,0.0
2513,TD10,TD10,0.0
2514,TD11,TD11,0.0
2515,TD12,TD12,0.0
2516,TD13,TD13,0.0
2517,TD14,TD14,0.0
2518,TD15,TD15,0.0
2519,TD2,TD2,0.0
2520,TD3,TD3,0.0
2521,TD4,TD4,0.0
2522,TD5,TD5,0.0
2523,TD6,TD6,0.0
2524,TD7,TD7,0.0
2525,TD8,TD8,0.0
2526,TD9,TD9,0.0
2527,TF1,TF1,0.0
2528,TF10,TF10,0.0
2529,TF11,TF11,0.0
2530,TF12,TF12,0.0
2531,TF13,TF13,0.0
2532,TF2,TF2,0.0
2533,TF3,TF3,0.0
2534,TF4,TF4,0.0
2535,TF5,TF5,0.0
2536,TF6,TF6,0.0
2537,TF7,TF7,0.0
2538,TF8,TF8,0.0
2539,TF9,TF9,0.0
2540,TN1,TN1,0.0
2541,TN10,TN10,0.0
2542,TN11,TN11,0.0
2543,TN12,TN12,0.0
2544,TN13,TN13,0.0
2545,TN14,TN14,0.0
2546,TN15,TN15,0.0
2547,TN16,TN16,0.0
2548,TN17,TN17,0.0
2549,TN18,TN18,0.0
2550,TN19,TN19,0.0
2551,TN2,TN2,0.0
2552,TN20,TN20,0.0
2553,TN21,TN21,0.0
2554,TN22,TN22,0.0
2555,TN23,TN23,0.0
2556,TN24,TN24,0.0
2557,TN25,TN25,0.0
2558,TN26,TN26,0.0
2559,TN27,TN27,0.0
2560,TN28,TN28,0.0
2561,TN29,TN29,0.0
2562,TN3,TN3,0.0
2563,TN30,TN30,0.0
2564,TN31,TN31,0.0
2565,TN32,TN32,0.0
2566,TN33,TN33,0.0
2567,TN34,TN34,0.0
2568,TN35,TN35,0.0
2569,TN36,TN36,0.0
2570,TN37,TN37,0.0
2571,TN38,TN38,0.0
2572,TN39,TN39,0.0
2573,TN4,TN4,0.0
2574,TN40,TN40,0.0
2575,TN5,TN5,0.0
2576,TN6,TN6,0.0
2577,TN7,TN7,0.0
2578,TN8,TN8,0.0
2579,TN9,TN9,0.0
2580,TQ1,TQ1,0.0
2581,TQ10,TQ10,0.0
2582,TQ11,TQ11,0.0
2583,TQ12,TQ12,0.0
2584,TQ13,TQ13,0.0
2585,TQ14,TQ14,0.0
2586,TQ2,TQ2,0.0
2587,TQ3,TQ3,0.0
2588,TQ4,TQ4,0.0
2589,TQ5,TQ5,0.0
2590,TQ6,TQ6,0.0
2591,TQ7,TQ7,0.0
2592,TQ8,TQ8,0.0
2593,TQ9,TQ9,0.0
2594,TR1,TR1,0.0
2595,TR10,TR10,0.0
2596,TR11,TR11,0.0
2597,TR12,TR12,0.0
2598,TR13,TR13,0.0
2599,TR14,TR14,0.0
2600,TR15,TR15,0.0
2601,TR16,TR16,0.0
2602,TR17,TR17,0.0
2603,TR18,TR18,0.0
2604,TR19,TR19,0.0
2605,TR2,TR2,0.0
2606,TR20,TR20,0.0
2607,TR21,TR21,0.0
2608,TR22,TR22,0.0
2609,TR23,TR23,0.0
2610,TR24,TR24,0.0
2611,TR25,TR25,0.0
2612,TR26,TR26,0.0
2613,TR27,TR27,0.0
2614,TR3,TR3,0.0
2615,TR4,TR4,0.0
2616,TR5,TR5,0.0
2617,TR6,TR6,0.0
2618,TR7,TR7,0.0
2619,TR8,TR8,0.0
2620,TR9,TR9,0.0
2621,TS1,TS1,0.0
2622,TS10,TS10,0.0
2623,TS11,TS11,0.0
2624,TS12,TS12,0.0
2625,TS13,TS13,0.0
2626,TS14,TS14,0.0
2627,TS15,TS15,0.0
2628,TS16,TS16,0.0
2629,TS17,TS17,0.0
2630,TS18,TS18,0.0
2631,TS19,TS19,0.0
2632,TS2,TS2,0.0
2633,TS20,TS20,0.0
2634,TS21,TS21,0.0
2635,TS22,TS22,0.0
2636,TS23,TS23,0.0
2637,TS24,TS24,0.0
2638,TS25,TS25,0.0
2639,TS26,TS26,0.0
2640,TS27,TS27,0.0
2641,TS28,TS28,0.0
2642,TS29,TS29,0.0
2643,TS3,TS3,0.0
2644,TS4,TS4,0.0
2645,TS5,TS5,0.0
2646,TS6,TS6,0.0
2647,TS7,TS7,0.0
2648,TS8,TS8,0.0
2649,TS9,TS9,0.0
2650,TW1,TW1,0.0
2651,TW10,TW10,0.0
2652,TW11,TW11,0.0
2653,TW12,TW12,0.0
2654,TW13,TW13,0.0
2655,TW14,TW14,0.0
2656,TW15,TW15,0.0
2657,TW16,TW16,0.0
2658,TW17,TW17,0.0
2659,TW18,TW18,0.0
2660,TW19,TW19,0.0
2661,TW2,TW2,0.0
2662,TW20,TW20,0.0
2663,TW3,TW3,0.0
2664,TW4,TW4,0.0
2665,TW5,TW5,0.0
2666,TW6,TW6,0.0
2667,TW7,TW7,0.0
2668,TW8,TW8,0.0
2669,TW9,TW9,0.0
2670,UB1,UB1,0.0
2671,UB10,UB10,0.0
2672,UB11,UB11,0.0
2673,UB2,UB2,0.0
2674,UB3,UB3,0.0
2675,UB4,UB4,0.0
2676,UB5,UB5,0.0
2677,UB6,UB6,0.0
2678,UB7,UB7,0.0
2679,UB8,UB8,0.0
2680,UB9,UB9,0.0
2681,W1,W1,0.0
2682,W10,W10,0.0
2683,W11,W11,0.0
2684,W12,W12,0.0
2685,W13,W13,0.0
2686,W14,W14,0.0
2687,W1B,W1B,0.0
2688,W1C,W1C,0.0
2689,W1D,W1D,0.0
2690,W1F,W1F,0.0
2691,W1G,W1G,0.0
2692,W1H,W1H,0.0
2693,W1J,W1J,0.0
2694,W1K,W1K,0.0
2695,W1M,W1M,0.0
2696,W1S,W1S,0.0
2697,W1T,W1T,0.0
2698,W1U,W1U,0.0
2699,W1W,W1W,0.0
2700,W2,W2,0.0
2701,W3,W3,0.0
2702,W4,W4,0.0
2703,W5,W5,0.0
2704,W6,W6,0.0
2705,W7,W7,0.0
2706,W8,W8,0.0
2707,W9,W9,0.0
2708,WA1,WA1,0.0
2709,WA10,WA10,0.0
2710,WA11,WA11,0.0
2711,WA12,WA12,0.0
2712,WA13,WA13,0.0
2713,WA14,WA14,0.0
2714,WA15,WA15,0.0
2715,WA16,WA16,0.0
2716,WA2,WA2,0.0
2717,WA3,WA3,0.0
2718,WA4,WA4,0.0
2719,WA5,WA5,0.0
2720,WA6,WA6,0.0
2721,WA7,WA7,0.0
2722,WA8,WA8,0.0
2723,WA9,WA9,0.0
2724,WC1,WC1,0.0
2725,WC1A,WC1A,0.0
2726,WC1B,WC1B,0.0
2727,WC1E,WC1E,0.0
2728,WC1H,WC1H,0.0
2729,WC1N,WC1N,0.0
2730,WC1R,WC1R,0.0
2731,WC1V,WC1V,0.0
2732,WC1X,WC1X,0.0
2733,WC2,WC2,0.0
2734,WC2A,WC2A,0.0
2735,WC2B,WC2B,0.0
2736,WC2E,WC2E,0.0
2737,WC2H,WC2H,0.0
2738,WC2N,WC2N,0.0
2739,WC2R,WC2R,0.0
2740,WD1,WD1,0.0
2741,WD17,WD17,0.0
2742,WD18,WD18,0.0
2743,WD19,WD19,0.0
2744,WD2,WD2,0.0
2745,WD23,WD23,0.0
2746,WD24,WD24,0.0
2747,WD25,WD25,0.0
2748,WD3,WD3,0.0
2749,WD4,WD4,0.0
2750,WD5,WD5,0.0
2751,WD6,WD6,0.0
2752,WD7,WD7,0.0
2753,WF1,WF1,0.0
2754,WF10,WF10,0.0
2755,WF11,WF11,0.0
2756,WF12,WF12,0.0
2757,WF13,WF13,0.0
2758,WF14,WF14,0.0
2759,WF15,WF15,0.0
2760,WF16,WF16,0.0
2761,WF17,WF17,0.0
2762,WF2,WF2,0.0
2763,WF3,WF3,0.0
2764,WF4,WF4,0.0
2765,WF5,WF5,0.0
2766,WF6,WF6,0.0
2767,WF7,WF7,0.0
2768,WF8,WF8,0.0
2769,WF9,WF9,0.0
2770,WN1,WN1,0.0
2771,WN2,WN2,0.0
2772,WN3,WN3,0.0
2773,WN4,WN4,0.0
2774,WN5,WN5,0.0
2775,WN6,WN6,0.0
2776,WN7,WN7,0.0
2777,WN8,WN8,0.0
2778,WR1,WR1,0.0
2779,WR10,WR10,0.0
2780,WR11,WR11,0.0
2781,WR12,WR12,0.0
2782,WR13,WR13,0.0
2783,WR14,WR14,0.0
2784,WR15,WR15,0.0
2785,WR2,WR2,0.0
2786,WR3,WR3,0.0
2787,WR4,WR4,0.0
2788,WR5,WR5,0.0
2789,WR6,WR6,0.0
2790,WR7,WR7,0.0
2791,WR8,WR8,0.0
2792,WR9,WR9,0.0
2793,WS1,WS1,0.0
2794,WS10,WS10,0.0
2795,WS11,WS11,0.0
2796,WS12,WS12,0.0
2797,WS13,WS13,0.0
2798,WS14,WS14,0.0
2799,WS15,WS15,0.0
2800,WS2,WS2,0.0
2801,WS3,WS3,0.0
2802,WS4,WS4,0.0
2803,WS5,WS5,0.0
2804,WS6,WS6,0.0
2805,WS7,WS7,0.0
2806,WS8,WS8,0.0
2807,WS9,WS9,0.0
2808,WV1,WV1,0.0
2809,WV10,WV10,0.0
2810,WV11,WV11,0.0
2811,WV12,WV12,0.0
2812,WV13,WV13,0.0
2813,WV14,WV14,0.0
2814,WV15,WV15,0.0
2815,WV16,WV16,0.0
2816,WV2,WV2,0.0
2817,WV3,WV3,0.0
2818,WV4,WV4,0.0
2819,WV5,WV5,0.0
2820,WV6,WV6,0.0
2821,WV7,WV7,0.0
2822,WV8,WV8,0.0
2823,WV9,WV9,0.0
2824,YO1,YO1,0.0
2825,YO10,YO10,0.0
2826,YO11,YO11,0.0
2827,YO12,YO12,0.0
2828,YO13,YO13,0.0
2829,YO14,YO14,0.0
2830,YO15,YO15,0.0
2831,YO16,YO16,0.0
2832,YO17,YO17,0.0
2833,YO18,YO18,0.0
2834,YO19,YO19,0.0
2835,YO21,YO21,0.0
2836,YO22,YO22,0.0
2837,YO23,YO23,0.0
2838,YO24,YO24,0.0
2839,YO25,YO25,0.0
2840,YO26,YO26,0.0
2841,YO30,YO30,0.0
2842,YO31,YO31,0.0
2843,YO32,YO32,0.0
2844,YO41,YO41,0.0
2845,YO42,YO42,0.0
2846,YO43,YO43,0.0
2847,YO51,YO51,0.0
2848,YO60,YO60,0.0
2849,YO61,YO61,0.0
2850,YO62,YO62,0.0
2851,YO7,YO7,0.0
2852,YO8,YO8,0.0
2853,ZE1,ZE1,0.0
2854,ZE2,ZE2,0.0
2855,ZE3,ZE3,0.0
2856,W1A,W1A,0.0
2857,BL11,BL11,0.0
2858,BL78,BL78,0.0
2859,BN50,BN50,0.0
2860,BN51,BN51,0.0
2861,BN52,BN52,0.0
2862,BN88,BN88,0.0
2863,BN99,BN99,0.0
2864,BS80,BS80,0.0
2865,BS98,BS98,0.0
2866,CA95,CA95,0.0
2867,CF30,CF30,0.0
2868,CF91,CF91,0.0
2869,CF95,CF95,0.0
2870,CF99,CF99,0.0
2871,CH25,CH25,0.0
2872,CH26,CH26,0.0
2873,CH27,CH27,0.0
2874,CH28,CH28,0.0
2875,CH29,CH29,0.0
2876,CH30,CH30,0.0
2877,CH31,CH31,0.0
2878,CH32,CH32,0.0
2879,CH33,CH33,0.0
2880,CH34,CH34,0.0
2881,CH70,CH70,0.0
2882,CH88,CH88,0.0
2883,CH99,CH99,0.0
2884,CM99,CM99,0.0
2885,CT50,CT50,0.0
2886,CW98,CW98,0.0
2887,DE99,DE99,0.0
2888,DH97,DH97,0.0
